Date,Highest Monthly Outdoor Tempreture,Lowest Monthly Outdoor Tempreture,Average Monthly Tempreture,Natural Gas Consumtion[m3],Global Warming Potential [kg CO2 eq],Acidification Potential [kg SO2 eq,HH Particulate [kg PM2.5 eq],Eutrophication Potential [kg N eq],Ozone Depletion Potential [kg CFC-11 eq],Smog Potential [kg O3 eq],Payable_Amount[IRR],Payable_Amount[USD],Month,Year,Season
2013-10-26,32.0,8.0,19.0,423,1015.8066285042394,8.71306129853409,0.5197031150539794,0.08559119951829505,4.0833374218272257e-10,21.88266918487636,296100,7.05,10,2013,Fall
2013-11-30,21.0,3.0,12.0,2672,6416.631941757276,55.038533781756705,3.28285277405256,0.5406611941202941,2.5793564045206493e-09,138.2281136217249,1870400,44.53333333333333,11,2013,Fall
2014-01-07,15.0,-3.0,5.0,4200,10086.02326174422,86.51266537551578,5.160172773585611,0.8498416973447737,4.054377581956111e-09,217.27472949522627,2940000,70.0,1,2014,Winter
2014-02-13,17.0,-7.0,5.0,4604,11056.202642159617,94.83435985449397,5.656532249901941,0.9315883748988899,4.44437009222046e-09,238.17448918952897,3222800,76.73333333333333,2,2014,Winter
2014-03-15,22.0,0.0,13.0,1939,4656.380739171915,39.940013848363115,2.382279763805357,0.3923435836075038,1.871770983669738e-09,100.30850011696279,1357300,32.31666666666667,3,2014,Spring
2014-04-29,30.0,-2.0,18.0,1756,4216.91829705306,36.170533428429934,2.157443664384841,0.35531476679462437,1.6951159604559358e-09,90.84152976038507,1388996,33.071333333333335,4,2014,Spring
2014-06-08,40.0,14.0,30.0,205,492.2939925375155,4.222642000471604,0.2518655758535834,0.041480368560875856,1.9789223911928635e-10,10.605076082505091,165025,3.9291666666666667,6,2014,Summer
2014-07-09,42.0,20.0,32.0,97,232.9391086640927,1.9980306051011978,0.11917541881852482,0.019627296343438818,9.363681558327208e-11,5.018011609770702,78085,1.8591666666666666,7,2014,Summer
2014-08-18,41.0,22.0,32.0,154,369.8208529306214,3.1721310637689117,0.18920633503147238,0.031160862235975032,1.4866051133839072e-10,7.96674008149163,123970,2.9516666666666667,8,2014,Summer
2014-09-13,36.0,17.0,28.0,180,432.258139789038,3.7076856589506764,0.2211502617250976,0.03642178702906173,1.7375903922669045e-10,9.311774121223984,144900,3.45,9,2014,Fall
2014-10-16,32.0,0.0,18.0,424,1018.2080626141784,8.733659552194926,0.5209317276191188,0.08579354277956762,4.092990701784264e-10,21.934401263327604,341320,8.126666666666667,10,2014,Fall
2014-12-27,16.0,1.0,7.0,3980,9557.707757557619,81.98104957013162,4.889878009254936,0.8053261798648093,3.842005422901267e-09,205.8936722359525,3203900,76.28333333333333,12,2014,Winter
2015-01-28,16.0,-2.0,-7.0,3559,8546.703997273258,73.3091847789192,4.372632119331236,0.7201396668690594,3.435602336709952e-09,184.11446720797863,2864995,68.21416666666667,1,2015,Winter
2015-03-04,22.0,-1.0,11.0,3454,8294.553415729652,71.14636814453131,4.243627799991595,0.69889362443544,3.334242897161049e-09,178.68259897059798,2780470,66.20166666666667,3,2015,Spring
2015-04-21,31.0,7.0,19.0,1786,4288.961320351233,36.78848103825504,2.194302041339024,0.36138506463280134,1.7240758003270509e-09,92.3934921139224,1437729,34.23164285714286,4,2015,Spring
2015-05-24,35.0,14.0,25.0,405,972.5808145253355,8.342292732639022,0.4975880888814696,0.08194902081538888,3.9095783826005356e-10,20.95149177275396,326025,7.7625,5,2015,Spring
2015-07-05,40.0,18.0,32.0,242,581.1470546052623,4.984777385922576,0.29732424076374236,0.04896706922796076,2.336093749603283e-10,12.519162985201133,221933,5.284119047619048,7,2015,Summer
2015-08-09,39.0,20.0,31.0,145,348.2079459411695,2.986746780821378,0.17814882194521753,0.029339772884521945,1.3997255937705621e-10,7.501151375430431,134227,3.1958809523809526,8,2015,Summer
2015-09-12,34.0,16.0,26.0,166,398.6380622498906,3.419310107698957,0.20394968581314557,0.033588981371245816,1.6024444728683676e-10,8.587525022906561,153666,3.658714285714286,9,2015,Fall
2015-10-19,32.0,7.0,21.0,360,864.516279578076,7.415371317901353,0.4423005234501952,0.07284357405812346,3.475180784533809e-10,18.623548242447967,333252,7.934571428571428,10,2015,Fall
2015-11-25,18.0,4.0,11.0,2460,5907.527910450186,50.671704005659244,3.0223869102430005,0.49776442273051025,2.3747068694314365e-09,127.2609129900611,2277581,54.228119047619046,11,2015,Fall
2015-12-30,16.0,-1.0,5.0,3366,8083.227214055011,69.33372182237764,4.135509894259325,0.6810874174434542,3.2492940335391117e-09,174.13017606688848,3116916,74.21228571428571,12,2015,Winter
2016-02-01,24.0,-5.0,10.0,3469,8330.574927378739,71.45534194944386,4.262056988468687,0.7019287733545285,3.3487228170966065e-09,179.45858014736663,3212294,76.48319047619047,2,2016,Winter
2016-03-08,23.0,2.0,14.0,2478,5950.75372442909,51.04247257155431,3.0445019364155104,0.5014066014334164,2.3920827733541053e-09,128.19209040218348,2294628,54.634,3,2016,Spring
2016-04-17,32.0,3.0,18.0,2212,5311.97225118529,45.563337097771644,2.7176909940884215,0.4475832939349141,2.135305526496885e-09,114.4313575341525,2048312,48.769333333333336,4,2016,Spring
2016-05-29,35.0,14.0,25.0,723,1736.2368614859695,14.892537396785217,0.8882868845958087,0.1462941779000646,6.979321408938733e-10,37.40229272024966,669498,15.940428571428571,5,2016,Spring
2016-07-16,40.0,20.0,32.0,270,648.387209683557,5.561528488426014,0.3317253925876464,0.05463268054359259,2.6063855884003567e-10,13.967661181835973,250020,5.952857142857143,7,2016,Summer
2016-08-30,38.0,22.0,30.0,318,763.6560469606338,6.550244664146195,0.39069879571433913,0.06434515708467571,3.069743026338198e-10,16.450800947495704,294468,7.011142857142858,8,2016,Summer
2016-10-15,30.0,11.0,19.0,428,1027.8137990539349,8.816052566838275,0.5258461778796766,0.08660291582465789,4.1316038216124177e-10,22.14132957713258,396328,9.436380952380953,10,2016,Fall
2016-11-29,25.0,-7.0,10.0,2427,5828.280584822196,49.99196163485162,2.981842695593399,0.4910870951085156,2.3428510455732097e-09,125.55375440117004,2247402,53.50957142857143,11,2016,Fall
2017-01-12,15.0,-3.0,5.0,4983,11966.346169826536,102.64109799195123,6.122176412089785,1.0082764709211922,4.8102294025922145e-09,257.7809469225506,4614258,109.86328571428571,1,2017,Winter
2017-02-23,18.0,-5.0,5.0,5947,14281.328651807828,122.49781452099818,7.306558924884197,1.203335374787945,5.740805590450712e-09,307.6506705495501,5506922,131.11719047619047,2,2017,Winter
2017-04-15,29.0,4.0,18.0,3342,8025.592795416473,68.83936373451756,4.106023192695979,0.6762311791729128,3.2261261616422196e-09,172.8886061840586,3094692,73.68314285714285,4,2017,Spring
2017-05-27,35.0,13.0,25.0,425,1020.6094967241175,8.754257805855763,0.5221603401842583,0.08599588604084019,4.1026439817413026e-10,21.98613334177885,393550,9.370238095238095,5,2017,Spring
2017-07-16,41.0,17.0,32.0,132,316.9893025119612,2.718969483230496,0.16217685859840492,0.0267093104879786,1.2742329543290632e-10,6.828634355564254,122232,2.910285714285714,7,2017,Summer
2017-09-03,37.0,14.0,27.0,225,540.3226747362975,4.634607073688345,0.276437827156372,0.045527233786327156,2.1719879903336308e-10,11.639717651529978,208350,4.960714285714285,9,2017,Fall
2017-10-15,29.0,10.0,20.0,174,417.8495351294034,3.5840961369856537,0.21377858633426103,0.035207727461426336,1.6796707125246745e-10,9.001381650516517,161124,3.8362857142857143,10,2017,Fall
2017-11-29,24.0,2.0,14.0,1394,3347.5991492551057,28.713965603206905,1.712685915804367,0.2820665062139558,1.3456672260111471e-09,72.11451736103461,1290844,30.734380952380953,11,2017,Fall
2018-01-14,16.0,-8.0,6.0,4206,10100.431866403855,86.6362548974808,5.1675444489764475,0.851055756912409,4.060169549930334e-09,217.58512196593372,3894756,92.73228571428571,1,2018,Winter
2018-02-25,16.0,-3.0,8.0,4314,10359.786750277279,88.86086629285121,5.3002346060115055,0.872908829129846,4.164424973466348e-09,223.17218643866812,3994764,95.11342857142857,2,2018,Winter
2018-04-21,26.0,3.0,17.0,1438,3453.262250092426,29.620288764283735,1.766744868670502,0.2909696097099487,1.388141657822116e-09,74.39072881288938,1331587,31.704452380952382,4,2018,Spring
2018-05-28,33.0,10.0,21.0,385,924.5521323265535,7.93032765942228,0.473015837578681,0.07790215558993759,3.716512783459768e-10,19.916850203729073,356510,8.488333333333333,5,2018,Spring
2018-07-18,41.0,25.0,34.0,130,312.186434292083,2.677772975908822,0.15971963346812604,0.02630462396543347,1.2549263944149866e-10,6.725170198661766,120380,2.8661904761904764,7,2018,Summer
2018-09-04,38.0,17.0,27.0,272,653.1900779034353,5.602724995747689,0.3341826177179253,0.05503736706613772,2.6256921483144336e-10,14.071125338738463,289653,6.8965,9,2018,Fall
2018-10-21,32.0,9.0,19.0,924,2218.9251175837285,19.032786382613473,1.1352380101888344,0.1869651734158502,8.919630680303443e-10,47.800440488949775,962939,22.927119047619048,10,2018,Fall
2018-12-04,17.0,1.0,9.0,2779,6673.585391520759,57.24254692346627,3.414314318522479,0.5623119230764585,2.68264650006096e-09,143.76344601600803,2673819,63.66235714285714,12,2018,Winter
2019-01-15,15.0,-2.0,6.0,5163,12398.604309615574,106.3487836509019,6.343326673814883,1.044698257950254,4.983988441818905e-09,267.0927210437746,4876836,116.11514285714286,1,2019,Winter
2019-03-02,19.0,1.0,11.0,6485,15573.300202955064,133.57967499052853,7.967552484929211,1.312196049352585,6.260152052139376e-09,335.4825287563196,6110141,145.47954761904762,3,2019,Spring
2019-04-29,25.0,2.0,15.0,2904,6973.764655263147,59.81732863107091,3.567890889164908,0.5876048307355292,2.8033124995239392e-09,150.2299558224136,2821534,67.17938095238095,4,2019,Spring
2019-06-22,40.0,16.0,30.0,551,1323.1901945764441,11.349637767121237,0.6769655233918266,0.1114911369611834,5.318957256328136e-10,28.504375226635634,586760,13.970476190476191,6,2019,Summer
2019-08-07,40.0,22.0,31.0,215,516.3083336369065,4.428624537079974,0.2641517015049777,0.0435038011736015,2.075455190763247e-10,11.122396867017535,228954,5.4512857142857145,8,2019,Summer
2019-10-02,30.0,10.0,20.0,568,1364.014574445409,11.699808079355467,0.6978519369991969,0.11493097240281701,5.483063015597788e-10,29.38382056030679,604863,14.4015,10,2019,Fall
2019-12-05,16.0,2.0,8.0,3720,8933.334888973452,76.62550361831397,4.570438742318684,0.7527169319339423,3.5910201440182694e-09,192.44333183862898,3590851,85.49645238095238,12,2019,Winter
2020-02-02,18.0,-7.0,7.0,6835,16413.80214143375,140.7890637718215,8.397566882728013,1.3830161907979828,6.598016850635718e-09,353.5887562142551,6463924,153.90295238095237,2,2020,Winter
2020-03-07,22.0,1.0,13.0,3345,8032.79709774629,68.90115849550007,4.1097090303913975,0.6768382089567304,3.229022145629331e-09,173.04380241941234,3175102,75.59766666666667,3,2020,Spring
2020-04-18,26.0,2.0,15.0,2103,5050.215933201927,43.3181274487404,2.5837722244882237,0.4255278784562045,2.030084774965167e-09,108.79256098296686,2043276,48.64942857142857,4,2020,Spring
2020-05-26,36.0,11.0,24.0,108,259.3548838734228,2.2246113953704056,0.13269015703505857,0.021853072217437035,1.0425542353601428e-10,5.587064472734389,115009,2.738309523809524,5,2020,Spring
2020-08-23,39.0,17.0,29.0,63,151.29034892616332,1.2976899806327367,0.07740259160378417,0.012747625460171604,6.081566372934166e-11,3.259120942428394,67089,1.597357142857143,8,2020,Summer
2020-10-10,30.0,9.0,18.0,218,523.5126359667238,4.490419298062486,0.267837539200396,0.0441108309574192,2.1044150306343622e-10,11.277593102371268,232148,5.527333333333333,10,2020,Fall
2020-12-09,14.0,-3.0,5.0,3438,8256.130469970627,70.81679608595792,4.223969998949364,0.6956561322550789,3.318797649229788e-09,177.85488571537806,3320585,79.06154761904762,12,2020,Winter
2021-01-18,15.0,-5.0,5.0,4465,10722.403300878083,91.9712025956376,5.48575510334756,0.9034626615820034,4.310189500817627e-09,230.98373028480603,4225923,100.61721428571428,1,2021,Winter
2021-04-24,32.0,8.0,22.0,2090,5018.997289772719,43.050350151149516,2.5678002611414112,0.42289741605966114,2.017535511021017e-09,108.12004396310068,2060921,49.06954761904762,4,2021,Spring
2021-06-09,39.0,22.0,32.0,173,415.44810101946433,3.5634978833248168,0.21254997376912158,0.03500538420015377,1.670017432567636e-10,8.949649572065272,184228,4.386380952380953,6,2021,Summer
2021-08-03,39.0,24.0,31.0,93,223.3333722243363,1.9156375904578493,0.1142609685579671,0.018817923298348558,8.977550360045673e-11,4.811083295965725,99036,2.358,8,2021,Summer
2021-09-12,38.0,17.0,28.0,98,235.3405427740318,2.018628858762035,0.12040403138366425,0.019829639604711385,9.460214357897591e-11,5.069743688221946,104360,2.4847619047619047,9,2021,Fall
2021-10-30,29.0,10.0,18.0,1422,3414.8393043334004,29.29071670571034,1.747087067628271,0.28773211752958766,1.3726964098908547e-09,73.56301555766946,1426370,33.961190476190474,10,2021,Fall
2021-12-13,18.0,0.0,8.0,6028,14475.844814712895,124.16627306752598,7.406076542660491,1.2197251789510226,5.818997158102723e-09,311.8409689041009,5682393,135.29507142857142,12,2021,Winter
2022-01-29,15.0,-5.0,6.0,8362,20080.792027310756,172.24259711191974,10.273658269695924,1.6919943507611896,8.072072700075476e-09,432.5836400093052,7850526,186.91728571428573,1,2022,Winter
2022-03-14,23.0,0.0,13.0,7047,16922.906172740837,145.15589354791896,8.658032746537572,1.4259129621877666,6.8026663857249315e-09,364.5559568459189,6625987,157.76159523809523,3,2022,Spring
2013-03-14,24.0,-3.0,14.0,1696,4072.8322504567136,34.9346382087797,2.083726910476475,0.3431741711182705,1.6371962807137056e-09,87.73760505331042,587998,13.999952380952381,3,2013,Spring
2013-06-03,37.0,18.0,28.0,590,1416.846124864069,12.152969659893884,0.7248814134322644,0.11938252415081343,5.695435174652632e-10,30.521926286234166,277467,6.606357142857143,6,2013,Summer
2013-07-14,42.0,19.0,32.0,667,1601.7565513293798,13.739035191778338,0.8194845809480006,0.13496295526880095,6.438737731344586e-10,34.50529632697998,528875,12.592261904761905,7,2013,Summer
2013-08-19,38.0,20.0,30.0,505,1212.7242255192455,10.402118098722731,0.6204493453954127,0.1021833469426454,4.874906378304371e-10,26.124699617878395,391785,9.328214285714285,8,2013,Summer
2013-09-19,36.0,17.0,28.0,458,1099.8568223521079,9.434000176663387,0.5627045548338595,0.09267321366283483,4.4212022203235683e-10,23.69329193066991,358198,8.52852380952381,9,2013,Fall
2013-10-28,32.0,8.0,19.0,687,1649.7852335281618,14.151000264995082,0.8440568322507892,0.13900982049425226,6.631803330485353e-10,35.539937896004865,504481,12.011452380952381,10,2013,Fall
2013-12-04,17.0,-2.0,5.0,1606,3856.7031805621946,33.08079537930437,1.9731517796139264,0.3249632776037396,1.5503167611003604e-09,83.08171799269843,481799,11.471404761904761,12,2013,Winter
2014-01-12,15.0,-3.0,5.0,3037,7293.155391885047,62.556896367962246,3.7312963603284524,0.6145164844847804,2.93170112295255e-09,157.11032225642907,1189897,28.33088095238095,1,2014,Winter
2014-02-19,17.0,-7.0,5.0,2974,7141.865042958883,61.259206387329506,3.6538937687246684,0.6017688590246087,2.8708854592232078e-09,153.8512013140007,1169796,27.852285714285713,2,2014,Winter
2014-03-19,22.0,0.0,13.0,1615,3878.316087551647,33.2661796622519,1.9842092927001813,0.3267843669551927,1.5590047130616949e-09,83.54730669875963,518188,12.337809523809524,3,2014,Spring
2014-05-01,33.0,14.0,25.0,1325,3181.900195669308,27.292686100609146,1.6279116488097463,0.2681048211861488,1.2790595943075825e-09,68.54500394789876,820926,19.545857142857145,5,2014,Spring
2014-06-10,40.0,14.0,30.0,616,1479.2834117224857,12.688524255075647,0.7568253401258895,0.12464344894390013,5.946420453535629e-10,31.86696032596652,632557,15.060880952380952,6,2014,Summer
2014-07-17,42.0,20.0,32.0,503,1207.9213572993674,10.360921591401057,0.6179921202651338,0.10177866042010027,4.855599818390294e-10,26.02123546097591,508963,12.118166666666667,7,2014,Summer
2014-08-21,41.0,22.0,32.0,436,1047.0252719334476,8.980838596124972,0.535675078400792,0.0882216619148384,4.2088300612687243e-10,22.555186204742537,436066,10.382523809523809,8,2014,Summer
2014-09-21,36.0,17.0,28.0,406,974.9822486352747,8.362890986299858,0.49881670144660906,0.08215136407666145,3.919231662557574e-10,21.003223851205206,408836,9.734190476190475,9,2014,Fall
2014-10-27,32.0,0.0,18.0,636,1527.3120939212677,13.10048932829239,0.7813975914286783,0.12869031416935142,6.139486052676396e-10,32.90160189499141,618087,14.716357142857143,10,2014,Fall
2014-12-31,16.0,1.0,7.0,2318,5566.524266838834,47.746751985820374,2.8479239259932014,0.469031679629806,2.2376302940414917e-09,119.9149578499844,1179117,28.074214285714287,12,2014,Winter
2015-02-02,17.0,-3.0,8.0,2457,5900.323608120369,50.60990924467673,3.0187010725475822,0.49715739294669253,2.3718108854443246e-09,127.10571675470736,1271876,30.282761904761905,2,2015,Winter
2015-03-07,22.0,-1.0,11.0,2370,5691.398840555667,48.817861176183904,2.911811779380452,0.4795535292159794,2.287827349818091e-09,122.6050259294491,1163463,27.7015,3,2015,Spring
2015-04-16,31.0,7.0,19.0,2040,4898.925584275764,42.020437468107666,2.5063696328844394,0.4127802529960329,1.9692691112358253e-09,105.53344004053847,1383346,32.93680952380952,4,2015,Spring
2015-05-20,35.0,14.0,25.0,706,1695.4124816170047,14.542367084550985,0.8674004709884384,0.14285434245843098,6.815215649669081e-10,36.52284738657851,769863,18.33007142857143,5,2015,Spring
2015-06-29,41.0,19.0,32.0,621,1491.2905822721812,12.791515523379832,0.7629684029515867,0.12565516525026296,5.994686853320821e-10,32.12562071822274,717243,17.077214285714287,6,2015,Summer
2015-08-02,39.0,20.0,31.0,488,1171.899845650281,10.0519477864885,0.5995629317880424,0.0987435115010118,4.710800619034719e-10,25.245254284207242,571652,13.610761904761905,8,2015,Summer
2015-09-15,34.0,16.0,26.0,631,1515.3049233715722,12.997498059988205,0.775254528602981,0.1276785978629886,6.091219652891204e-10,32.642941502735184,739092,17.597428571428573,9,2015,Fall
2015-10-27,32.0,7.0,21.0,742,1781.8641095748123,15.28390421634112,0.911630523333458,0.15013869986424333,7.162733728122462e-10,38.38520221082331,886354,21.103666666666665,10,2015,Fall
2015-11-26,18.0,4.0,11.0,1588,3813.477366583291,32.7100268134093,1.9510367534414166,0.32132109890083344,1.5329408571776914e-09,82.15054058057602,1305153,31.07507142857143,11,2015,Fall
2016-01-05,17.0,-4.0,7.0,3210,7708.603492904512,66.12039425128707,3.943846334097574,0.6495218686849341,3.098702866209313e-09,166.05997182849435,1776060,42.287142857142854,1,2016,Winter
2016-02-03,24.0,-5.0,10.0,1961,4709.212289590575,40.393175428901536,2.4093092402384246,0.39679513535550026,1.893008199575222e-09,101.44660584289016,952888,22.687809523809523,2,2016,Winter
2016-03-06,23.0,2.0,14.0,1860,4466.667444486726,38.312751809156985,2.285219371159342,0.37635846596697115,1.7955100720091347e-09,96.22166591931449,834661,19.872880952380953,3,2016,Spring
2016-04-18,32.0,3.0,18.0,1826,4385.018684748797,37.612411184688526,2.2434465439446014,0.36947879508370396,1.7626889201552043e-09,94.46277525197218,1401602,33.37147619047619,4,2016,Spring
2016-05-28,35.0,14.0,25.0,691,1659.3909699679182,14.23339327963843,0.8489712825113469,0.13981919353934252,6.670416450313505e-10,35.746866209809845,825770,19.661190476190477,5,2016,Spring
2016-07-18,40.0,20.0,32.0,689,1654.58810174804,14.192196772316755,0.8465140573810681,0.1394145070167974,6.651109890399429e-10,35.643402052907355,801108,19.074,7,2016,Summer
2016-08-31,38.0,22.0,30.0,559,1342.401667455957,11.514423796407934,0.686794423912942,0.11310988305136392,5.396183495984443e-10,28.91823185424559,644706,15.350142857142858,8,2016,Summer
2016-10-17,30.0,11.0,19.0,647,1553.7278691305978,13.327070118561597,0.794912329645212,0.13091609004334964,6.245672132203819e-10,33.470654757955096,859846,20.47252380952381,10,2016,Fall
2016-12-04,17.0,-1.0,6.0,2276,5465.664034221392,46.88162533206522,2.796322198257345,0.46053326265635824,2.1970865182219303e-09,117.74221055503213,2771181,65.9805,12,2016,Winter
2017-01-14,15.0,-3.0,5.0,1557,3739.0329091751787,32.07148094992335,1.9129497639220943,0.3150484578013839,1.5030156893108724e-09,80.54684614858745,644597,15.347547619047619,1,2017,Winter
2017-02-26,18.0,-5.0,5.0,62,148.8889148162242,1.2770917269718995,0.07617397903864473,0.01254528219889904,5.985033573363783e-11,3.2073888639771497,1209569,28.799261904761906,2,2017,Winter
2017-04-17,29.0,4.0,18.0,1,2.4014341099391,0.02059825366083709,0.0012286125651394311,0.00020234326127256514,9.653279957038359e-13,0.05173207845124435,1231891,29.330738095238097,4,2017,Spring
2017-05-30,35.0,13.0,25.0,0,0.0,0.0,0.0,0.0,0.0,0.0,818443,19.486738095238096,5,2017,Spring
2017-07-17,41.0,17.0,32.0,0,0.0,0.0,0.0,0.0,0.0,0.0,795321,18.936214285714286,7,2017,Summer
2017-08-29,38.0,21.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,646705,15.397738095238095,8,2017,Summer
2017-10-16,29.0,10.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,750521,17.86954761904762,10,2017,Fall
2017-12-02,20.0,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1830221,43.57669047619048,12,2017,Winter
2018-02-01,16.0,-3.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,972899,23.164261904761904,2,2018,Winter
2018-02-25,16.0,-3.0,8.0,2358,5662.581631236398,48.57068213225386,2.8970684285987787,0.47712541008070863,2.276243413869645e-09,121.98424098803417,1727750,41.13690476190476,2,2018,Winter
2018-04-19,26.0,3.0,17.0,1969,4728.423762470088,40.55796145818823,2.41913814075954,0.3984138814456808,1.9007308235408527e-09,101.86046247050012,1380008,32.85733333333334,4,2018,Spring
2018-05-30,33.0,10.0,21.0,985,2365.4125982900136,20.289279855924534,1.2101833766623398,0.19930811235347667,9.508480757682784e-10,50.95609727447568,1288942,30.689095238095238,5,2018,Spring
2018-07-19,41.0,25.0,34.0,693,1664.1938381877965,14.274589786960103,0.8514285076416258,0.14022388006188766,6.689723010227583e-10,35.850330366712335,808361,19.246690476190476,7,2018,Summer
2018-09-06,38.0,17.0,27.0,618,1484.086279942364,12.729720762397323,0.7592825652561684,0.12504813546644525,5.965727013449706e-10,31.970424482869007,786734,18.731761904761903,9,2018,Fall
2018-10-25,32.0,9.0,19.0,793,1904.3372491817063,16.334415153043814,0.9742897641555689,0.16045820618914416,7.655051005931418e-10,41.023538211836765,1014021,24.14335714285714,10,2018,Fall
2018-12-12,17.0,1.0,9.0,2350,5643.370158356885,48.40589610296716,2.887239528077663,0.4755066639905281,2.2685207899040143e-09,121.57038436042421,1823802,43.423857142857145,12,2018,Winter
2019-01-26,15.0,-2.0,6.0,3089,7418.029965601881,63.628005558325775,3.795184213715703,0.6250383340709538,2.981898178729149e-09,159.80039033589378,1810571,43.10883333333334,1,2019,Winter
2019-03-07,19.0,1.0,11.0,2395,5751.434693304145,49.33281751770483,2.9425270935089376,0.48461211074779353,2.311960549710687e-09,123.89832789073022,1266215,30.14797619047619,3,2019,Spring
2019-05-04,34.0,12.0,24.0,2353,5650.574460686703,48.46769086394967,2.8909253657730813,0.47611369377434576,2.2714167738911257e-09,121.72558059577796,2347934,55.903190476190474,5,2019,Spring
2019-06-26,40.0,16.0,30.0,670,1608.960853659197,13.80082995276085,0.8231704186434189,0.13556998505261864,6.467697571215701e-10,34.660492562333715,852989,20.309261904761904,6,2019,Summer
2019-08-13,40.0,22.0,31.0,458,1099.8568223521079,9.434000176663387,0.5627045548338595,0.09267321366283483,4.4212022203235683e-10,23.69329193066991,577451,13.748833333333334,8,2019,Summer
2019-10-05,30.0,10.0,20.0,511,1227.13283017888,10.525707620687752,0.6278210207862494,0.10339740651028079,4.932826058046601e-10,26.43509208858586,643739,15.327119047619048,10,2019,Fall
2019-11-26,20.0,1.0,9.0,1100,2641.57752093301,22.6580790269208,1.3514738216533744,0.22257758739982167,1.0618607952742195e-09,56.905286296368786,1113049,26.501166666666666,11,2019,Fall
2020-01-11,12.0,-2.0,4.0,1779,4272.1512815816595,36.64429326262918,2.185701753383048,0.35996866180389336,1.717318504357124e-09,92.0313675647637,806631,19.2055,1,2020,Winter
2020-02-18,18.0,-7.0,7.0,1490,3578.136823809259,30.691397954647265,1.8306327220577525,0.3014914592961221,1.4383387135987155e-09,77.08079689235407,674788,16.066380952380953,2,2020,Winter
2020-04-06,26.0,2.0,15.0,1947,4675.592212051428,40.10479987764982,2.3921086643264724,0.39396232969768435,1.8794936076353684e-09,100.72235674457275,888231,21.148357142857144,4,2020,Spring
2020-08-15,39.0,17.0,29.0,1491,3580.5382579191983,30.7119962083081,1.8318613346228918,0.30169380255739464,1.4393040415944194e-09,77.13252897080532,1630283,38.8162619047619,8,2020,Summer
2020-10-14,30.0,9.0,18.0,326,782.8675198401467,6.715030693432891,0.40052769623545453,0.06596390317485623,3.146969265994505e-10,16.864657575105657,405263,9.649119047619047,10,2020,Fall
2020-11-24,25.0,4.0,11.0,1303,3129.0686452506475,26.83952452007073,1.6008821723766788,0.26365326943815237,1.2578223784020982e-09,67.40689822197139,1379713,32.85030952380952,11,2020,Fall
2021-02-23,20.0,0.0,10.0,2924,7021.793337461929,60.22929370428765,3.5924631404676965,0.5916516959609804,2.8226190594380163e-09,151.26459739143849,1572953,37.45126190476191,2,2021,Winter
2021-04-20,32.0,8.0,22.0,1904,4572.330545324046,39.21907497023382,2.339278324025477,0.385261569462964,1.8379845038201036e-09,98.49787737116924,783176,18.64704761904762,4,2021,Spring
2021-05-31,37.0,13.0,25.0,161,386.6308917001951,3.3163188393947713,0.19780662298744842,0.03257726506488299,1.554178073083176e-10,8.32886463065034,0,0.0,5,2021,Spring
2021-07-14,41.0,21.0,32.0,176,422.6524033492816,3.625292644307328,0.21623581146453988,0.03561241398397146,1.6989772724387512e-10,9.104845807419006,0,0.0,7,2021,Summer
2021-09-06,38.0,17.0,28.0,191,458.6739149983681,3.9342664492198844,0.23466499994163134,0.03864756290305994,1.8437764717943264e-10,9.88082698418767,0,0.0,9,2021,Fall
2021-10-20,29.0,10.0,18.0,232,557.1327135058713,4.778794849314205,0.285038115112348,0.04694363661523512,2.2395609500328993e-10,12.001842200688689,0,0.0,10,2021,Fall
2021-12-05,18.0,0.0,8.0,1512,3630.9683742279194,31.14455953518568,1.85766219849082,0.3059430110441185,1.4595759295041998e-09,78.21890261828146,884001,21.047642857142858,12,2021,Winter
2022-01-17,15.0,-5.0,6.0,2769,6649.571050421368,57.036564386857904,3.402028192871085,0.5602884904637329,2.6729932201039218e-09,143.2461252314956,1553595,36.99035714285714,1,2022,Winter
2013-03-06,24.0,-3.0,14.0,1790,4298.567056790989,36.870874052898394,2.1992164915995818,0.3621944376778916,1.7279371123098662e-09,92.60042042772739,1074000,25.571428571428573,3,2013,Spring
2013-04-28,27.0,7.0,18.0,578,1388.0289155448,11.905790615963838,0.7101380626505912,0.11695440501554265,5.579595815168171e-10,29.901141344819234,346800,8.257142857142858,4,2013,Spring
2013-08-26,38.0,20.0,30.0,30,72.043023298173,0.6179476098251127,0.03685837695418293,0.006070297838176955,2.8959839871115077e-11,1.5519623535373304,21000,0.5,8,2013,Summer
2013-10-02,32.0,8.0,19.0,18,43.2258139789038,0.3707685658950676,0.02211502617250976,0.0036421787029061728,1.7375903922669046e-11,0.9311774121223982,12600,0.3,10,2013,Fall
2013-11-10,21.0,3.0,12.0,572,1373.6203108851653,11.782201093998816,0.7027663872597546,0.11574034544790726,5.521676135425941e-10,29.590748874111767,400400,9.533333333333333,11,2013,Fall
